地区ID,地区名,戦闘形式,人形ID,種類,人形,レベル,改造,リンク数,最大HP,会心率,会心ダメージ,破甲,火力,命中,回避,射速,防御,弾薬数,好感度,誓約,スキル1,スキル2,装備1,装備2,装備3,作戦能力,ダメージ予測 (1-Fairy),ダメージ予測 (2-Fairy),ダメージ予測 (3-Fairy),ダメージ予測 (4-Fairy),順位
728,中級8,昼戦,77,MG,M2HB,1,0,1,108,5%,150%,15,42,3,3,72,0,10,50,0,1,0,-,-,-,252,9,11,13,15,40
728,中級8,昼戦,82,MG,DP28,1,0,1,71,5%,150%,15,31,4,4,76,0,9,50,0,1,0,-,-,-,207,7,9,10,12,41
733,上級3,昼戦,56,AR,M4 SOPMOD II,90,0,5,525,70%,150%,15,62,83,44,76,0,0,100,0,4,0,レッドサイト (4-Star),レッドサイト (5-Star),高速弾 (4-Star),4377,382,459,536,612,1
733,上級3,昼戦,55,AR,M4A1,90,0,5,525,34%,100%,15,65,47,54,93,0,0,100,0,3,0,サイレンサー (4-Star),高速弾 (3-Star),チップ (4-Star),3991,349,419,488,558,2
733,上級3,昼戦,57,AR,ST AR-15,90,0,5,500,34%,150%,15,50,48,54,75,0,0,100,0,3,0,サイレンサー (3-Star),サイレンサー (2-Star),高速弾 (2-Star),3374,295,354,413,472,3
733,上級3,昼戦,37,RF,M14,71,0,4,288,50%,150%,60,88,53,24,40,0,0,70,0,1,0,徹甲弾 (2-Star),サイレンサー (3-Star),-,2307,259,311,363,415,4
733,上級3,昼戦,36,RF,スプリングフィールド,70,0,4,284,50%,150%,60,103,53,34,29,0,0,52,0,1,0,徹甲弾 (2-Star),サイレンサー (3-Star),-,2132,239,287,335,383,5
733,上級3,昼戦,162,SG,SPAS-12,67,0,3,690,40%,164%,15,36,8,6,29,19,4,50,0,1,0,防弾ベスト (3-Star),バックショット (4-Star),-,2152,215,258,301,344,6
733,上級3,昼戦,27,SMG,スコーピオン,70,0,4,540,5%,100%,13,30,11,66,94,0,0,100,0,1,0,チップ (3-Star),ホローポイント弾 (3-Star),-,2291,171,206,240,274,7
733,上級3,昼戦,26,SMG,Gr MP5,70,0,4,568,5%,150%,13,30,11,60,82,0,0,100,0,1,0,T外骨格 (2-Star),ホローポイント弾 (3-Star),-,2244,168,201,235,269,8
733,上級3,昼戦,6,HG,トカレフ,41,0,3,183,30%,150%,15,20,24,36,43,0,0,52,0,1,0,サイレンサー (3-Star),-,-,798,159,191,223,255,9
733,上級3,昼戦,12,HG,C96,40,0,3,174,30%,150%,15,19,20,34,51,0,0,50,0,1,0,サイレンサー (3-Star),-,-,777,155,186,217,248,10
733,上級3,昼戦,75,MG,M1918,58,0,3,372,25%,150%,415,70,35,21,93,0,8,50,0,2,0,特殊貫通弾 (4-Star),レッドサイト (4-Star),-,3603,135,162,189,216,11
733,上級3,昼戦,10,HG,PPK,34,0,3,114,30%,150%,15,15,25,46,49,0,0,36,0,1,0,サイレンサー (3-Star),-,-,666,133,159,186,213,12
733,上級3,昼戦,90,HG,FF FNP9,31,0,3,117,30%,150%,15,17,21,37,48,0,0,31,0,1,0,サイレンサー (3-Star),-,-,640,128,153,179,204,13
733,上級3,昼戦,5,HG,M1895,30,0,3,135,30%,150%,15,18,18,39,34,0,0,57,0,1,0,サイレンサー (3-Star),-,-,630,126,151,176,201,14
733,上級3,昼戦,54,AR,M16A1,58,0,3,288,20%,150%,15,37,29,27,66,4,0,50,0,1,0,高速弾 (2-Star),防弾ベスト (3-Star),-,1357,118,142,166,189,15
733,上級3,昼戦,44,RF,SV-98,36,0,3,171,40%,150%,15,72,33,13,30,0,0,65,0,1,0,-,-,-,962,108,129,151,173,16
733,上級3,昼戦,51,RF,FF FN49,35,0,3,189,40%,150%,15,65,27,14,26,0,0,50,0,1,0,-,-,-,844,94,113,132,151,17
733,上級3,昼戦,29,SMG,ステンMK-II,44,0,3,399,5%,150%,15,15,8,44,64,0,0,67,0,1,0,T外骨格 (2-Star),-,-,1239,92,111,130,148,18
733,上級3,昼戦,61,AR,StG44,36,0,3,258,30%,150%,15,33,21,21,48,0,0,100,0,1,0,サイレンサー (3-Star),-,-,950,83,99,116,133,19
733,上級3,昼戦,105,AR,OTs-12,35,0,3,213,30%,150%,15,25,24,28,57,0,0,51,0,1,0,サイレンサー (3-Star),-,-,922,80,96,112,129,20
733,上級3,昼戦,18,SMG,イングラム,31,0,3,345,5%,100%,15,22,5,27,80,0,0,60,0,1,0,チップ (3-Star),-,-,964,72,86,101,115,21
733,上級3,昼戦,94,SMG,64式,32,0,3,348,5%,100%,15,21,5,27,82,0,0,60,0,1,0,チップ (3-Star),-,-,957,71,86,100,114,22
733,上級3,昼戦,71,AR,ガリル,24,0,2,130,20%,150%,15,26,16,14,48,0,0,47,0,1,0,ホロサイト (2-Star),-,-,467,40,49,57,65,23
733,上級3,昼戦,70,AR,FF FNC,14,0,2,126,20%,150%,15,24,12,10,53,0,0,50,0,1,0,-,-,-,435,38,45,53,60,24
733,上級3,昼戦,3,HG,M9,1,0,1,38,20%,150%,15,11,8,9,42,0,0,50,0,1,0,-,-,-,147,29,35,41,47,25
733,上級3,昼戦,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,50,0,1,0,-,-,-,135,27,32,37,43,26
733,上級3,昼戦,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,50,0,1,0,-,-,-,131,26,31,36,41,27
733,上級3,昼戦,348,RF,HS.50,1,0,1,44,40%,150%,15,54,10,4,22,0,0,50,0,4,0,-,-,-,203,22,27,31,36,28
733,上級3,昼戦,148,RF,IWS 2000,1,0,1,44,40%,150%,15,55,9,4,21,0,0,50,0,1,0,-,-,-,179,20,24,28,32,29
733,上級3,昼戦,16,SMG,トンプソン,1,0,1,119,5%,150%,15,12,2,8,57,0,0,50,0,1,0,-,-,-,241,18,21,25,28,30
733,上級3,昼戦,40,RF,SVT-38,1,0,1,42,40%,150%,15,43,8,5,24,0,0,50,0,1,0,-,-,-,159,17,21,25,28,31
733,上級3,昼戦,47,RF,G43,1,0,1,40,40%,150%,15,41,8,4,27,0,0,50,0,1,0,-,-,-,159,17,21,25,28,32
733,上級3,昼戦,60,AR,AS Val,1,0,1,66,20%,150%,15,15,6,7,52,0,0,50,0,1,0,-,-,-,186,16,19,22,26,33
733,上級3,昼戦,349,AR,AK74M,1,0,1,55,20%,150%,15,17,7,5,48,0,0,50,0,1,0,-,-,-,173,15,18,21,24,34
733,上級3,昼戦,25,SMG,MP40,1,0,1,93,5%,150%,15,11,2,8,52,0,0,50,0,1,0,-,-,-,197,14,17,20,23,35
733,上級3,昼戦,17,SMG,M3,1,0,1,93,5%,150%,15,11,2,9,46,0,0,50,0,1,0,-,-,-,199,14,17,20,23,36
733,上級3,昼戦,63,AR,Gr G3,1,0,1,55,20%,150%,15,20,6,5,41,0,0,50,0,1,0,-,-,-,162,14,17,19,22,37
733,上級3,昼戦,74,AR,SIG-510,1,0,1,58,20%,150%,15,20,5,5,39,0,0,50,0,1,0,-,-,-,162,14,17,19,22,38
733,上級3,昼戦,133,AR,63式,1,0,1,50,20%,150%,15,19,5,5,50,0,0,50,0,1,0,-,-,-,157,13,16,19,21,39
733,上級3,昼戦,77,MG,M2HB,1,0,1,108,5%,150%,15,42,3,3,72,0,10,50,0,1,0,-,-,-,252,9,11,13,15,40
733,上級3,昼戦,82,MG,DP28,1,0,1,71,5%,150%,15,31,4,4,76,0,9,50,0,1,0,-,-,-,207,7,9,10,12,41
736,上級6,夜戦,56,AR,M4 SOPMOD II,90,0,5,525,50%,150%,15,62,68,44,76,0,0,100,0,4,0,暗視装備 (4-Star),レッドサイト (5-Star),高速弾 (4-Star),3973,744,893,1042,1191,1
736,上級6,夜戦,55,AR,M4A1,90,0,5,525,20%,100%,15,65,47,47,93,0,0,100,0,3,0,暗視装備 (3-Star),高速弾 (3-Star),チップ (4-Star),3649,684,821,957,1094,2
736,上級6,夜戦,57,AR,ST AR-15,90,0,5,500,40%,150%,15,50,63,48,75,0,0,100,0,3,0,レッドサイト (4-Star),暗視装備 (2-Star),高速弾 (2-Star),3154,591,709,827,946,3
736,上級6,夜戦,27,SMG,スコーピオン,70,0,4,540,5%,150%,13,23,11,72,86,0,0,100,0,1,0,T外骨格 (2-Star),ホローポイント弾 (3-Star),-,2009,391,470,548,626,4
736,上級6,夜戦,26,SMG,Gr MP5,70,0,4,568,5%,150%,13,30,11,60,82,0,0,100,0,1,0,T外骨格 (2-Star),ホローポイント弾 (3-Star),-,1923,312,374,437,499,5
736,上級6,夜戦,29,SMG,ステンMK-II,44,0,3,399,5%,150%,15,17,8,40,64,0,0,67,0,1,0,X外骨格 (2-Star),-,-,1106,179,215,251,287,6
736,上級6,夜戦,54,AR,M16A1,58,0,3,288,20%,150%,15,37,29,27,66,4,0,50,0,1,0,高速弾 (2-Star),防弾ベスト (3-Star),-,949,177,213,249,284,7
736,上級6,夜戦,162,SG,SPAS-12,67,0,3,690,40%,164%,15,36,8,6,29,19,4,50,0,1,0,防弾ベスト (3-Star),バックショット (4-Star),-,1911,167,200,234,267,8
736,上級6,夜戦,18,SMG,イングラム,31,0,3,345,5%,100%,15,22,5,27,80,0,0,60,0,1,0,チップ (3-Star),-,-,862,140,168,196,224,9
736,上級6,夜戦,94,SMG,64式,32,0,3,348,5%,100%,15,21,5,27,82,0,0,60,0,1,0,チップ (3-Star),-,-,856,139,166,194,222,10
736,上級6,夜戦,61,AR,StG44,36,0,3,258,30%,150%,15,33,21,21,48,0,0,100,0,1,0,サイレンサー (3-Star),-,-,702,131,157,184,210,11
736,上級6,夜戦,105,AR,OTs-12,35,0,3,213,30%,150%,15,25,24,28,57,0,0,51,0,1,0,サイレンサー (3-Star),-,-,676,126,152,177,202,12
736,上級6,夜戦,6,HG,トカレフ,41,0,3,183,30%,150%,15,20,24,36,43,0,0,52,0,1,0,サイレンサー (3-Star),-,-,644,112,135,157,180,13
736,上級6,夜戦,12,HG,C96,40,0,3,174,30%,150%,15,19,20,34,51,0,0,50,0,1,0,サイレンサー (3-Star),-,-,614,107,128,150,171,14
736,上級6,夜戦,5,HG,M1895,30,0,3,135,30%,150%,15,18,18,39,34,0,0,57,0,1,0,サイレンサー (3-Star),-,-,531,92,111,130,148,15
736,上級6,夜戦,10,HG,PPK,34,0,3,114,30%,150%,15,15,25,46,49,0,0,36,0,1,0,サイレンサー (3-Star),-,-,523,91,109,128,146,16
736,上級6,夜戦,90,HG,FF FNP9,31,0,3,117,30%,150%,15,17,21,37,48,0,0,31,0,1,0,サイレンサー (3-Star),-,-,497,86,104,121,139,17
736,上級6,夜戦,75,MG,M1918,58,0,3,372,25%,150%,415,70,35,21,93,0,8,50,0,2,0,特殊貫通弾 (4-Star),レッドサイト (4-Star),-,1498,74,89,104,119,18
736,上級6,夜戦,71,AR,ガリル,24,0,2,130,24%,150%,15,25,15,16,49,0,0,47,0,1,0,サイレンサー (2-Star),-,-,361,67,81,94,108,19
736,上級6,夜戦,70,AR,FF FNC,14,0,2,126,20%,150%,15,24,12,10,53,0,0,50,0,1,0,-,-,-,336,63,75,88,100,20
736,上級6,夜戦,36,RF,スプリングフィールド,70,0,4,284,54%,150%,60,103,53,37,29,0,0,52,0,1,0,徹甲弾 (2-Star),サイレンサー (4-Star),-,1253,62,75,87,100,21
736,上級6,夜戦,37,RF,M14,71,0,4,288,50%,150%,60,88,53,24,40,0,0,70,0,1,0,徹甲弾 (2-Star),サイレンサー (3-Star),-,1205,60,72,84,96,22
736,上級6,夜戦,16,SMG,トンプソン,1,0,1,119,5%,150%,15,12,2,8,57,0,0,50,0,1,0,-,-,-,234,38,45,53,60,23
736,上級6,夜戦,17,SMG,M3,1,0,1,93,5%,150%,15,11,2,9,46,0,0,50,0,1,0,-,-,-,193,31,37,43,50,24
736,上級6,夜戦,60,AR,AS Val,1,0,1,66,20%,150%,15,15,6,7,52,0,0,50,0,1,0,-,-,-,165,30,37,43,49,25
736,上級6,夜戦,25,SMG,MP40,1,0,1,93,5%,150%,15,11,2,8,52,0,0,50,0,1,0,-,-,-,191,31,37,43,49,26
736,上級6,夜戦,44,RF,SV-98,36,0,3,171,40%,150%,15,72,33,13,30,0,0,65,0,1,0,-,-,-,576,28,34,40,46,27
736,上級6,夜戦,51,RF,FF FN49,35,0,3,189,40%,150%,15,65,27,14,26,0,0,50,0,1,0,-,-,-,559,27,33,39,44,28
736,上級6,夜戦,349,AR,AK74M,1,0,1,55,20%,150%,15,17,7,5,48,0,0,50,0,1,0,-,-,-,149,27,33,39,44,29
736,上級6,夜戦,74,AR,SIG-510,1,0,1,58,20%,150%,15,20,5,5,39,0,0,50,0,1,0,-,-,-,145,27,32,38,43,30
736,上級6,夜戦,63,AR,Gr G3,1,0,1,55,20%,150%,15,20,6,5,41,0,0,50,0,1,0,-,-,-,141,26,31,37,42,31
736,上級6,夜戦,133,AR,63式,1,0,1,50,20%,150%,15,19,5,5,50,0,0,50,0,1,0,-,-,-,136,25,30,35,40,32
736,上級6,夜戦,3,HG,M9,1,0,1,38,20%,150%,15,11,8,9,42,0,0,50,0,1,0,-,-,-,130,22,27,31,36,33
736,上級6,夜戦,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,50,0,1,0,-,-,-,124,21,26,30,34,34
736,上級6,夜戦,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,50,0,1,0,-,-,-,120,21,25,29,33,35
736,上級6,夜戦,77,MG,M2HB,1,0,1,108,5%,150%,15,42,3,3,72,0,10,50,0,1,0,-,-,-,218,10,13,15,17,36
736,上級6,夜戦,82,MG,DP28,1,0,1,71,5%,150%,15,31,4,4,76,0,9,50,0,1,0,-,-,-,176,8,10,12,14,37
736,上級6,夜戦,348,RF,HS.50,1,0,1,44,40%,150%,15,54,10,4,22,0,0,50,0,4,0,-,-,-,162,8,9,11,12,38
736,上級6,夜戦,148,RF,IWS 2000,1,0,1,44,40%,150%,15,55,9,4,21,0,0,50,0,1,0,-,-,-,142,7,8,9,11,39
736,上級6,夜戦,40,RF,SVT-38,1,0,1,42,40%,150%,15,43,8,5,24,0,0,50,0,1,0,-,-,-,128,6,7,8,10,40
736,上級6,夜戦,47,RF,G43,1,0,1,40,40%,150%,15,41,8,4,27,0,0,50,0,1,0,-,-,-,126,6,7,8,10,41
738,上級8,昼戦,56,AR,M4 SOPMOD II,90,0,5,525,70%,150%,15,62,83,44,76,0,0,100,0,4,0,レッドサイト (4-Star),レッドサイト (5-Star),高速弾 (4-Star),4377,820,984,1148,1313,1
738,上級8,昼戦,55,AR,M4A1,90,0,5,525,34%,100%,15,65,47,54,93,0,0,100,0,3,0,サイレンサー (4-Star),高速弾 (3-Star),チップ (4-Star),3991,748,897,1047,1197,2
738,上級8,昼戦,57,AR,ST AR-15,90,0,5,500,34%,150%,15,50,48,54,75,0,0,100,0,3,0,サイレンサー (3-Star),サイレンサー (2-Star),高速弾 (2-Star),3374,632,759,885,1012,3
738,上級8,昼戦,162,SG,SPAS-12,67,0,3,690,40%,164%,15,36,8,6,29,19,4,50,0,1,0,防弾ベスト (3-Star),バックショット (4-Star),-,2152,322,387,451,516,4
738,上級8,昼戦,75,MG,M1918,58,0,3,372,25%,150%,415,70,35,21,93,0,8,50,0,2,0,特殊貫通弾 (4-Star),レッドサイト (4-Star),-,3603,270,324,378,432,5
738,上級8,昼戦,27,SMG,スコーピオン,70,0,4,540,5%,100%,13,30,11,66,94,0,0,100,0,1,0,チップ (3-Star),ホローポイント弾 (3-Star),-,2291,257,309,360,412,6
738,上級8,昼戦,54,AR,M16A1,58,0,3,288,20%,150%,15,37,29,27,66,4,0,50,0,1,0,高速弾 (2-Star),防弾ベスト (3-Star),-,1357,254,305,356,407,7
738,上級8,昼戦,26,SMG,Gr MP5,70,0,4,568,5%,150%,13,30,11,60,82,0,0,100,0,1,0,T外骨格 (2-Star),ホローポイント弾 (3-Star),-,2244,252,302,353,403,8
738,上級8,昼戦,37,RF,M14,71,0,4,288,50%,150%,60,88,53,24,40,0,0,70,0,1,0,徹甲弾 (2-Star),サイレンサー (3-Star),-,2307,230,276,322,369,9
738,上級8,昼戦,36,RF,スプリングフィールド,70,0,4,284,50%,150%,60,103,53,34,29,0,0,52,0,1,0,徹甲弾 (2-Star),サイレンサー (3-Star),-,2132,213,255,298,341,10
738,上級8,昼戦,61,AR,StG44,36,0,3,258,30%,150%,15,33,21,21,48,0,0,100,0,1,0,サイレンサー (3-Star),-,-,950,178,213,249,285,11
738,上級8,昼戦,105,AR,OTs-12,35,0,3,213,30%,150%,15,25,24,28,57,0,0,51,0,1,0,サイレンサー (3-Star),-,-,922,172,207,242,276,12
738,上級8,昼戦,29,SMG,ステンMK-II,44,0,3,399,5%,150%,15,15,8,44,64,0,0,67,0,1,0,T外骨格 (2-Star),-,-,1239,139,167,195,223,13
738,上級8,昼戦,6,HG,トカレフ,41,0,3,183,30%,150%,15,20,24,36,43,0,0,52,0,1,0,サイレンサー (3-Star),-,-,798,139,167,195,223,14
738,上級8,昼戦,12,HG,C96,40,0,3,174,30%,150%,15,19,20,34,51,0,0,50,0,1,0,サイレンサー (3-Star),-,-,777,135,163,190,217,15
738,上級8,昼戦,10,HG,PPK,34,0,3,114,30%,150%,15,15,25,46,49,0,0,36,0,1,0,サイレンサー (3-Star),-,-,666,116,139,163,186,16
738,上級8,昼戦,90,HG,FF FNP9,31,0,3,117,30%,150%,15,17,21,37,48,0,0,31,0,1,0,サイレンサー (3-Star),-,-,640,112,134,156,179,17
738,上級8,昼戦,5,HG,M1895,30,0,3,135,30%,150%,15,18,18,39,34,0,0,57,0,1,0,サイレンサー (3-Star),-,-,630,110,132,154,176,18
738,上級8,昼戦,18,SMG,イングラム,31,0,3,345,5%,100%,15,22,5,27,80,0,0,60,0,1,0,チップ (3-Star),-,-,964,108,130,151,173,19
738,上級8,昼戦,94,SMG,64式,32,0,3,348,5%,100%,15,21,5,27,82,0,0,60,0,1,0,チップ (3-Star),-,-,957,107,129,150,172,20
738,上級8,昼戦,44,RF,SV-98,36,0,3,171,40%,150%,15,72,33,13,30,0,0,65,0,1,0,-,-,-,962,96,115,134,153,21
738,上級8,昼戦,71,AR,ガリル,24,0,2,130,24%,150%,15,25,15,16,49,0,0,47,0,1,0,サイレンサー (2-Star),-,-,470,88,105,123,141,22
738,上級8,昼戦,51,RF,FF FN49,35,0,3,189,40%,150%,15,65,27,14,26,0,0,50,0,1,0,-,-,-,844,84,101,118,135,23
738,上級8,昼戦,70,AR,FF FNC,14,0,2,126,20%,150%,15,24,12,10,53,0,0,50,0,1,0,-,-,-,435,81,97,114,130,24
738,上級8,昼戦,60,AR,AS Val,1,0,1,66,20%,150%,15,15,6,7,52,0,0,50,0,1,0,-,-,-,186,34,41,48,55,25
738,上級8,昼戦,349,AR,AK74M,1,0,1,55,20%,150%,15,17,7,5,48,0,0,50,0,1,0,-,-,-,173,32,38,45,51,26
738,上級8,昼戦,63,AR,Gr G3,1,0,1,55,20%,150%,15,20,6,5,41,0,0,50,0,1,0,-,-,-,162,30,36,42,48,27
738,上級8,昼戦,74,AR,SIG-510,1,0,1,58,20%,150%,15,20,5,5,39,0,0,50,0,1,0,-,-,-,162,30,36,42,48,28
738,上級8,昼戦,133,AR,63式,1,0,1,50,20%,150%,15,19,5,5,50,0,0,50,0,1,0,-,-,-,157,29,35,41,47,29
738,上級8,昼戦,16,SMG,トンプソン,1,0,1,119,5%,150%,15,12,2,8,57,0,0,50,0,1,0,-,-,-,241,27,32,37,43,30
738,上級8,昼戦,3,HG,M9,1,0,1,38,20%,150%,15,11,8,9,42,0,0,50,0,1,0,-,-,-,147,25,30,36,41,31
738,上級8,昼戦,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,50,0,1,0,-,-,-,135,23,28,33,37,32
738,上級8,昼戦,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,50,0,1,0,-,-,-,131,22,27,32,36,33
738,上級8,昼戦,25,SMG,MP40,1,0,1,93,5%,150%,15,11,2,8,52,0,0,50,0,1,0,-,-,-,197,22,26,31,35,34
738,上級8,昼戦,17,SMG,M3,1,0,1,93,5%,150%,15,11,2,9,46,0,0,50,0,1,0,-,-,-,199,22,26,31,35,35
738,上級8,昼戦,348,RF,HS.50,1,0,1,44,40%,150%,15,54,10,4,22,0,0,50,0,4,0,-,-,-,203,20,24,28,32,36
738,上級8,昼戦,77,MG,M2HB,1,0,1,108,5%,150%,15,42,3,3,72,0,10,50,0,1,0,-,-,-,252,18,22,26,30,37
738,上級8,昼戦,148,RF,IWS 2000,1,0,1,44,40%,150%,15,55,9,4,21,0,0,50,0,1,0,-,-,-,179,17,21,25,28,38
738,上級8,昼戦,40,RF,SVT-38,1,0,1,42,40%,150%,15,43,8,5,24,0,0,50,0,1,0,-,-,-,159,15,19,22,25,39
738,上級8,昼戦,47,RF,G43,1,0,1,40,40%,150%,15,41,8,4,27,0,0,50,0,1,0,-,-,-,159,15,19,22,25,40
738,上級8,昼戦,82,MG,DP28,1,0,1,71,5%,150%,15,31,4,4,76,0,9,50,0,1,0,-,-,-,207,15,18,21,24,41
743,コア3,昼戦,56,AR,M4 SOPMOD II,90,0,5,525,70%,150%,15,62,83,44,76,0,0,100,0,4,0,レッドサイト (4-Star),レッドサイト (5-Star),高速弾 (4-Star),4377,547,656,765,875,1
743,コア3,昼戦,55,AR,M4A1,90,0,5,525,34%,100%,15,65,47,54,93,0,0,100,0,3,0,サイレンサー (4-Star),高速弾 (3-Star),チップ (4-Star),3991,498,598,698,798,2
743,コア3,昼戦,57,AR,ST AR-15,90,0,5,500,34%,150%,15,50,48,54,75,0,0,100,0,3,0,サイレンサー (3-Star),サイレンサー (2-Star),高速弾 (2-Star),3374,421,506,590,674,3
743,コア3,昼戦,27,SMG,スコーピオン,70,0,4,540,5%,100%,13,30,11,66,94,0,0,100,0,1,0,チップ (3-Star),ホローポイント弾 (3-Star),-,2291,257,309,360,412,4
743,コア3,昼戦,26,SMG,Gr MP5,70,0,4,568,5%,150%,13,30,11,60,82,0,0,100,0,1,0,T外骨格 (2-Star),ホローポイント弾 (3-Star),-,2244,252,302,353,403,5
743,コア3,昼戦,162,SG,SPAS-12,67,0,3,690,40%,164%,15,36,8,6,29,19,4,50,0,1,0,防弾ベスト (3-Star),バックショット (4-Star),-,2152,188,225,263,301,6
743,コア3,昼戦,75,MG,M1918,58,0,3,372,25%,150%,415,70,35,21,93,0,8,50,0,2,0,特殊貫通弾 (4-Star),レッドサイト (4-Star),-,3603,180,216,252,288,7
743,コア3,昼戦,54,AR,M16A1,58,0,3,288,20%,150%,15,37,29,27,66,4,0,50,0,1,0,高速弾 (2-Star),防弾ベスト (3-Star),-,1357,169,203,237,271,8
743,コア3,昼戦,29,SMG,ステンMK-II,44,0,3,399,5%,150%,15,15,8,44,64,0,0,67,0,1,0,T外骨格 (2-Star),-,-,1239,139,167,195,223,9
743,コア3,昼戦,61,AR,StG44,36,0,3,258,30%,150%,15,33,21,21,48,0,0,100,0,1,0,サイレンサー (3-Star),-,-,950,118,142,166,190,10
743,コア3,昼戦,37,RF,M14,71,0,4,288,50%,150%,60,88,53,24,40,0,0,70,0,1,0,徹甲弾 (2-Star),サイレンサー (3-Star),-,2307,115,138,161,184,11
743,コア3,昼戦,105,AR,OTs-12,35,0,3,213,30%,150%,15,25,24,28,57,0,0,51,0,1,0,サイレンサー (3-Star),-,-,922,115,138,161,184,12
743,コア3,昼戦,18,SMG,イングラム,31,0,3,345,5%,100%,15,22,5,27,80,0,0,60,0,1,0,チップ (3-Star),-,-,964,108,130,151,173,13
743,コア3,昼戦,94,SMG,64式,32,0,3,348,5%,100%,15,21,5,27,82,0,0,60,0,1,0,チップ (3-Star),-,-,957,107,129,150,172,14
743,コア3,昼戦,36,RF,スプリングフィールド,70,0,4,284,50%,150%,60,103,53,34,29,0,0,52,0,1,0,徹甲弾 (2-Star),サイレンサー (3-Star),-,2132,106,127,149,170,15
743,コア3,昼戦,6,HG,トカレフ,41,0,3,183,30%,150%,15,20,24,36,43,0,0,52,0,1,0,サイレンサー (3-Star),-,-,798,69,83,97,111,16
743,コア3,昼戦,12,HG,C96,40,0,3,174,30%,150%,15,19,20,34,51,0,0,50,0,1,0,サイレンサー (3-Star),-,-,777,67,81,95,108,17
743,コア3,昼戦,71,AR,ガリル,24,0,2,130,24%,150%,15,25,15,16,49,0,0,47,0,1,0,サイレンサー (2-Star),-,-,470,58,70,82,94,18
743,コア3,昼戦,10,HG,PPK,34,0,3,114,30%,150%,15,15,25,46,49,0,0,36,0,1,0,サイレンサー (3-Star),-,-,666,58,69,81,93,19
743,コア3,昼戦,90,HG,FF FNP9,31,0,3,117,30%,150%,15,17,21,37,48,0,0,31,0,1,0,サイレンサー (3-Star),-,-,640,56,67,78,89,20
743,コア3,昼戦,5,HG,M1895,30,0,3,135,30%,150%,15,18,18,39,34,0,0,57,0,1,0,サイレンサー (3-Star),-,-,630,55,66,77,88,21
743,コア3,昼戦,70,AR,FF FNC,14,0,2,126,20%,150%,15,24,12,10,53,0,0,50,0,1,0,-,-,-,435,54,65,76,87,22
743,コア3,昼戦,44,RF,SV-98,36,0,3,171,40%,150%,15,72,33,13,30,0,0,65,0,1,0,-,-,-,962,48,57,67,76,23
743,コア3,昼戦,51,RF,FF FN49,35,0,3,189,40%,150%,15,65,27,14,26,0,0,50,0,1,0,-,-,-,844,42,50,59,67,24
743,コア3,昼戦,16,SMG,トンプソン,1,0,1,119,5%,150%,15,12,2,8,57,0,0,50,0,1,0,-,-,-,241,27,32,37,43,25
743,コア3,昼戦,60,AR,AS Val,1,0,1,66,20%,150%,15,15,6,7,52,0,0,50,0,1,0,-,-,-,186,23,27,32,37,26
743,コア3,昼戦,25,SMG,MP40,1,0,1,93,5%,150%,15,11,2,8,52,0,0,50,0,1,0,-,-,-,197,22,26,31,35,27
743,コア3,昼戦,17,SMG,M3,1,0,1,93,5%,150%,15,11,2,9,46,0,0,50,0,1,0,-,-,-,199,22,26,31,35,28
743,コア3,昼戦,349,AR,AK74M,1,0,1,55,20%,150%,15,17,7,5,48,0,0,50,0,1,0,-,-,-,173,21,25,30,34,29
743,コア3,昼戦,63,AR,Gr G3,1,0,1,55,20%,150%,15,20,6,5,41,0,0,50,0,1,0,-,-,-,162,20,24,28,32,30
743,コア3,昼戦,74,AR,SIG-510,1,0,1,58,20%,150%,15,20,5,5,39,0,0,50,0,1,0,-,-,-,162,20,24,28,32,31
743,コア3,昼戦,133,AR,63式,1,0,1,50,20%,150%,15,19,5,5,50,0,0,50,0,1,0,-,-,-,157,19,23,27,31,32
743,コア3,昼戦,3,HG,M9,1,0,1,38,20%,150%,15,11,8,9,42,0,0,50,0,1,0,-,-,-,147,12,15,18,20,33
743,コア3,昼戦,77,MG,M2HB,1,0,1,108,5%,150%,15,42,3,3,72,0,10,50,0,1,0,-,-,-,252,12,15,17,20,34
743,コア3,昼戦,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,50,0,1,0,-,-,-,135,11,14,16,18,35
743,コア3,昼戦,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,50,0,1,0,-,-,-,131,11,13,16,18,36
743,コア3,昼戦,348,RF,HS.50,1,0,1,44,40%,150%,15,54,10,4,22,0,0,50,0,4,0,-,-,-,203,10,12,14,16,37
743,コア3,昼戦,82,MG,DP28,1,0,1,71,5%,150%,15,31,4,4,76,0,9,50,0,1,0,-,-,-,207,10,12,14,16,38
743,コア3,昼戦,148,RF,IWS 2000,1,0,1,44,40%,150%,15,55,9,4,21,0,0,50,0,1,0,-,-,-,179,8,10,12,14,39
