地区ID,地区名,戦闘形式,人形ID,種類,人形,好感度,誓約,スキル1,スキル2,装備1,装備2,装備3,作戦能力,ダメージ予測,順位
714,初級4,昼戦,321,SG,TS12,100,0,10,0,防弾ベスト,バックショット,ドットサイト,6876,257,661
714,初級4,昼戦,20075,MG,M1918 Mod,200,1,10,10,徹甲弾,専用装備,専用装備,10215,255,662
714,初級4,昼戦,20081,MG,LWMMG Mod,200,1,10,10,徹甲弾,専用装備,アサルトパック,10125,253,663
714,初級4,昼戦,41,RF,SKS,100,0,10,0,徹甲弾,オプティカル,カモフラージュマント,5044,252,664
714,初級4,昼戦,20075,MG,M1918 Mod,100,0,10,10,徹甲弾,専用装備,専用装備,9603,240,665
714,初級4,昼戦,20081,MG,LWMMG Mod,100,0,10,10,徹甲弾,専用装備,アサルトパック,9577,239,666
714,初級4,昼戦,253,MG,ルイス,150,1,10,0,徹甲弾,オプティカル,アサルトパック,9298,232,667
714,初級4,昼戦,20199,MG,gun-10020199 Mod,200,1,10,10,徹甲弾,オプティカル,アサルトパック,9238,230,668
714,初級4,昼戦,20089,MG,ブレン Mod,200,1,10,10,徹甲弾,オプティカル,アサルトパック,8958,223,669
714,初級4,昼戦,263,MG,Gr MG36,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8933,223,670
714,初級4,昼戦,292,MG,RPK-16,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8933,223,671
714,初級4,昼戦,253,MG,ルイス,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8943,223,672
714,初級4,昼戦,185,MG,Ameli,150,1,10,0,徹甲弾,オプティカル,専用装備,8840,221,673
714,初級4,昼戦,1021,MG,アルマ・アルマス,150,1,10,0,徹甲弾,オプティカル,専用装備,8864,221,674
714,初級4,昼戦,173,MG,PKP,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8776,219,675
714,初級4,昼戦,208,MG,HMG21,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8738,218,676
714,初級4,昼戦,307,MG,ZB-26,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8720,218,677
714,初級4,昼戦,339,MG,RPK-203,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8757,218,678
714,初級4,昼戦,1026,MG,クラエス,150,1,10,0,徹甲弾,専用装備,アサルトパック,8754,218,679
714,初級4,昼戦,20199,MG,gun-10020199 Mod,100,0,10,10,徹甲弾,ドットサイト,アサルトパック,8723,218,680
714,初級4,昼戦,112,MG,ネゲヴ,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8712,217,681
714,初級4,昼戦,238,MG,88式,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8688,217,682
714,初級4,昼戦,276,MG,Kord,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8652,216,683
714,初級4,昼戦,345,MG,gun-10000345,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8670,216,684
714,初級4,昼戦,263,MG,Gr MG36,100,0,10,0,徹甲弾,オプティカル,アサルトパック,8600,215,685
714,初級4,昼戦,292,MG,RPK-16,100,0,10,0,徹甲弾,オプティカル,アサルトパック,8612,215,686
714,初級4,昼戦,109,MG,Gr MG5,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8573,214,687
714,初級4,昼戦,264,MG,ショーシャ,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8574,214,688
714,初級4,昼戦,1033,MG,花園ゆりね,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8596,214,689
714,初級4,昼戦,1021,MG,アルマ・アルマス,100,0,10,0,徹甲弾,ドットサイト,専用装備,8575,214,690
714,初級4,昼戦,185,MG,Ameli,100,0,10,0,徹甲弾,オプティカル,専用装備,8521,213,691
714,初級4,昼戦,307,MG,ZB-26,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8502,212,692
714,初級4,昼戦,173,MG,PKP,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8453,211,693
714,初級4,昼戦,208,MG,HMG21,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8476,211,694
714,初級4,昼戦,345,MG,gun-10000345,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8440,211,695
714,初級4,昼戦,1026,MG,クラエス,100,0,10,0,徹甲弾,専用装備,アサルトパック,8454,211,696
714,初級4,昼戦,276,MG,Kord,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8422,210,697
714,初級4,昼戦,254,MG,UKM-2000,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8366,209,698
714,初級4,昼戦,275,MG,M1895 CB,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8388,209,699
714,初級4,昼戦,109,MG,Gr MG5,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8367,209,700
714,初級4,昼戦,112,MG,ネゲヴ,100,0,10,0,徹甲弾,オプティカル,アサルトパック,8391,209,701
714,初級4,昼戦,339,MG,RPK-203,100,0,10,0,徹甲弾,オプティカル,アサルトパック,8398,209,702
714,初級4,昼戦,238,MG,88式,100,0,10,0,徹甲弾,オプティカル,アサルトパック,8356,208,703
714,初級4,昼戦,1033,MG,花園ゆりね,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8358,208,704
714,初級4,昼戦,20089,MG,ブレン Mod,100,0,10,10,徹甲弾,オプティカル,アサルトパック,8294,207,705
714,初級4,昼戦,77,MG,M2HB,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8241,206,706
714,初級4,昼戦,149,MG,AEK-999,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8260,206,707
714,初級4,昼戦,319,MG,PM1910,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8247,206,708
714,初級4,昼戦,264,MG,ショーシャ,100,0,10,0,徹甲弾,オプティカル,アサルトパック,8252,206,709
714,初級4,昼戦,85,MG,PK,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8224,205,710
714,初級4,昼戦,86,MG,MG42,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8234,205,711
714,初級4,昼戦,88,MG,MG3,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8209,205,712
714,初級4,昼戦,240,MG,Mk46,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8238,205,713
714,初級4,昼戦,254,MG,UKM-2000,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8165,204,714
714,初級4,昼戦,275,MG,M1895 CB,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8186,204,715
714,初級4,昼戦,78,MG,M60,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8128,203,716
714,初級4,昼戦,121,MG,Mk48,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8153,203,717
714,初級4,昼戦,249,MG,62式,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8110,202,718
714,初級4,昼戦,300,MG,CAR,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8084,202,719
714,初級4,昼戦,195,MG,Gr MG23,150,1,10,0,徹甲弾,オプティカル,アサルトパック,8054,201,720
714,初級4,昼戦,149,MG,AEK-999,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8063,201,721
714,初級4,昼戦,319,MG,PM1910,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8051,201,722
714,初級4,昼戦,80,MG,M1919A4,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,8000,200,723
714,初級4,昼戦,77,MG,M2HB,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8006,200,724
714,初級4,昼戦,88,MG,MG3,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,8005,200,725
714,初級4,昼戦,79,MG,FF M249SAW,150,1,10,0,徹甲弾,オプティカル,アサルトパック,7990,199,726
714,初級4,昼戦,84,MG,RPD,150,1,10,0,徹甲弾,オプティカル,アサルトパック,7996,199,727
714,初級4,昼戦,85,MG,PK,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,7994,199,728
714,初級4,昼戦,86,MG,MG42,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,7998,199,729
714,初級4,昼戦,121,MG,Mk48,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,7957,198,730
714,初級4,昼戦,240,MG,Mk46,100,0,10,0,徹甲弾,オプティカル,アサルトパック,7923,198,731
714,初級4,昼戦,271,MG,K3,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,7881,197,732
714,初級4,昼戦,78,MG,M60,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,7903,197,733
714,初級4,昼戦,249,MG,62式,100,0,10,0,徹甲弾,オプティカル,アサルトパック,7806,195,734
714,初級4,昼戦,87,MG,MG34,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,7767,194,735
714,初級4,昼戦,80,MG,M1919A4,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,7778,194,736
714,初級4,昼戦,300,MG,CAR,100,0,10,0,徹甲弾,オプティカル,アサルトパック,7760,194,737
714,初級4,昼戦,195,MG,Gr MG23,100,0,10,0,徹甲弾,オプティカル,アサルトパック,7743,193,738
714,初級4,昼戦,82,MG,DP28,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,7712,192,739
714,初級4,昼戦,79,MG,FF M249SAW,100,0,10,0,徹甲弾,オプティカル,アサルトパック,7689,192,740
714,初級4,昼戦,84,MG,RPD,100,0,10,0,徹甲弾,オプティカル,アサルトパック,7693,192,741
714,初級4,昼戦,271,MG,K3,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,7666,191,742
714,初級4,昼戦,110,MG,FG42,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,7623,190,743
714,初級4,昼戦,111,MG,AAT-52,150,1,10,0,徹甲弾,ドットサイト,アサルトパック,7630,190,744
714,初級4,昼戦,87,MG,MG34,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,7572,189,745
714,初級4,昼戦,82,MG,DP28,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,7507,187,746
714,初級4,昼戦,110,MG,FG42,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,7422,185,747
714,初級4,昼戦,111,MG,AAT-52,100,0,10,0,徹甲弾,ドットサイト,アサルトパック,7434,185,748
718,初級8,昼戦,20055,AR,M4A1 Mod,200,1,10,10,オプティカル,高速弾,専用装備,8492,1167,1
718,初級8,昼戦,20055,AR,M4A1 Mod,100,0,10,10,オプティカル,高速弾,専用装備,7988,1098,2
718,初級8,昼戦,20065,AR,416 Mod,200,1,10,10,専用装備,高速弾,専用装備,7594,1044,3
718,初級8,昼戦,20065,AR,416 Mod,100,0,10,10,専用装備,高速弾,専用装備,7200,990,4
718,初級8,昼戦,73,AR,AUG,150,1,10,0,オプティカル,高速弾,T外骨格,5867,968,5
718,初級8,昼戦,54,AR,M16A1,150,1,10,0,高速弾,防弾ベスト,専用装備,6853,942,6
718,初級8,昼戦,73,AR,AUG,100,0,10,0,オプティカル,高速弾,T外骨格,5679,937,7
718,初級8,昼戦,54,AR,M16A1,100,0,10,0,高速弾,防弾ベスト,専用装備,6668,916,8
718,初級8,昼戦,106,AR,FAL,150,1,10,0,オプティカル,高速弾,T外骨格,5507,908,9
718,初級8,昼戦,20122,AR,gun-10020122 Mod,200,1,10,10,オプティカル,高速弾,X外骨格,6601,907,10
718,初級8,昼戦,62,AR,Gr G41,150,1,10,0,オプティカル,高速弾,専用装備,6486,891,11
718,初級8,昼戦,1027,AR,アンジェリカ,150,1,10,0,オプティカル,高速弾,専用装備,6410,881,12
718,初級8,昼戦,106,AR,FAL,100,0,10,0,オプティカル,高速弾,T外骨格,5336,880,13
718,初級8,昼戦,20057,AR,ST AR-15 Mod,200,1,10,10,オプティカル,オプティカル,専用装備,6374,876,14
718,初級8,昼戦,62,AR,Gr G41,100,0,10,0,オプティカル,高速弾,専用装備,6339,871,15
718,初級8,昼戦,20056,AR,M4 SOPMOD II Mod,200,1,10,10,オプティカル,専用装備,高速弾,6304,866,16
718,初級8,昼戦,1027,AR,アンジェリカ,100,0,10,0,オプティカル,高速弾,専用装備,6211,854,17
718,初級8,昼戦,20122,AR,gun-10020122 Mod,100,0,10,10,オプティカル,高速弾,T外骨格,6200,852,18
718,初級8,昼戦,20064,AR,Gr G36 Mod,200,1,10,10,専用装備,高速弾,T外骨格,6123,841,19
718,初級8,昼戦,20171,AR,gun-10020171 Mod,200,1,10,10,オプティカル,高速弾,T外骨格,6027,828,20
718,初級8,昼戦,215,AR,MDR,150,1,10,0,専用装備,高速弾,T外骨格,5986,823,21
718,初級8,昼戦,20056,AR,M4 SOPMOD II Mod,100,0,10,10,オプティカル,専用装備,高速弾,5971,821,22
718,初級8,昼戦,20060,AR,AS Val Mod,200,1,10,10,オプティカル,高速弾,T外骨格,5970,820,23
718,初級8,昼戦,20057,AR,ST AR-15 Mod,100,0,10,10,オプティカル,オプティカル,専用装備,5969,820,24
718,初級8,昼戦,298,AR,Vepr,150,1,10,0,オプティカル,高速弾,T外骨格,4960,818,25
718,初級8,昼戦,70,AR,FF FNC,150,1,10,0,オプティカル,高速弾,T外骨格,4947,816,26
718,初級8,昼戦,1032,AR,メデューサ,150,1,10,0,オプティカル,高速弾,T外骨格,5914,813,27
718,初級8,昼戦,206,AR,AK-12,150,1,10,0,オプティカル,高速弾,T外骨格,5907,812,28
718,初級8,昼戦,205,AR,AN-94,150,1,10,0,オプティカル,高速弾,T外骨格,5867,806,29
718,初級8,昼戦,318,AR,VHS,150,1,10,0,オプティカル,高速弾,T外骨格,5840,803,30
718,初級8,昼戦,274,AR,ACR,150,1,10,0,オプティカル,高速弾,T外骨格,5816,799,31
718,初級8,昼戦,215,AR,MDR,100,0,10,0,専用装備,高速弾,T外骨格,5811,799,32
718,初級8,昼戦,20064,AR,Gr G36 Mod,100,0,10,10,専用装備,高速弾,T外骨格,5802,797,33
718,初級8,昼戦,298,AR,Vepr,100,0,10,0,オプティカル,高速弾,T外骨格,4835,797,34
718,初級8,昼戦,293,AR,AK-15,150,1,10,0,オプティカル,高速弾,T外骨格,5783,795,35
718,初級8,昼戦,243,AR,64式自,150,1,10,0,オプティカル,高速弾,T外骨格,5773,793,36
718,初級8,昼戦,306,AR,AK-Alfa,150,1,10,0,オプティカル,高速弾,T外骨格,5771,793,37
718,初級8,昼戦,289,AR,R5,150,1,10,0,オプティカル,高速弾,T外骨格,5756,791,38
718,初級8,昼戦,342,AR,gun-10000342,150,1,10,0,オプティカル,高速弾,T外骨格,5756,791,39
718,初級8,昼戦,70,AR,FF FNC,100,0,10,0,オプティカル,高速弾,T外骨格,4783,789,40
718,初級8,昼戦,236,AR,K11,150,1,10,0,オプティカル,高速弾,T外骨格,5733,788,41
718,初級8,昼戦,1032,AR,メデューサ,100,0,10,0,オプティカル,高速弾,T外骨格,5730,787,42
718,初級8,昼戦,20061,AR,StG44 Mod,200,1,10,10,オプティカル,高速弾,T外骨格,5720,786,43
718,初級8,昼戦,313,AR,S-ACR,150,1,10,0,オプティカル,高速弾,T外骨格,5717,786,44
718,初級8,昼戦,290,AR,89式,150,1,10,0,オプティカル,高速弾,T外骨格,5712,785,45
718,初級8,昼戦,206,AR,AK-12,100,0,10,0,オプティカル,高速弾,T外骨格,5708,784,46
718,初級8,昼戦,338,AR,SIG MCX,150,1,10,0,オプティカル,高速弾,T外骨格,5700,783,47
718,初級8,昼戦,205,AR,AN-94,100,0,10,0,オプティカル,高速弾,T外骨格,5688,782,48
718,初級8,昼戦,20171,AR,gun-10020171 Mod,100,0,10,10,オプティカル,高速弾,T外骨格,5685,781,49
718,初級8,昼戦,20060,AR,AS Val Mod,100,0,10,10,オプティカル,高速弾,T外骨格,5667,779,50
718,初級8,昼戦,20071,AR,gun-10020071 Mod,200,1,10,10,オプティカル,高速弾,T外骨格,5658,777,51
718,初級8,昼戦,318,AR,VHS,100,0,10,0,オプティカル,高速弾,T外骨格,5651,777,52
718,初級8,昼戦,129,AR,95式,150,1,10,0,専用装備,高速弾,T外骨格,5622,773,53
718,初級8,昼戦,274,AR,ACR,100,0,10,0,オプティカル,高速弾,T外骨格,5624,773,54
718,初級8,昼戦,138,AR,6P62,150,1,10,0,オプティカル,徹甲弾,T外骨格,5620,772,55
718,初級8,昼戦,130,AR,97式,150,1,10,0,専用装備,高速弾,T外骨格,5614,771,56
718,初級8,昼戦,243,AR,64式自,100,0,10,0,オプティカル,高速弾,T外骨格,5610,771,57
718,初級8,昼戦,194,AR,K2,150,1,10,0,オプティカル,高速弾,T外骨格,5599,769,58
718,初級8,昼戦,214,AR,ADS,150,1,10,0,オプティカル,高速弾,T外骨格,5591,768,59
718,初級8,昼戦,172,AR,Am RFB,150,1,10,0,専用装備,高速弾,T外骨格,5585,767,60
718,初級8,昼戦,293,AR,AK-15,100,0,10,0,オプティカル,高速弾,T外骨格,5580,767,61
718,初級8,昼戦,306,AR,AK-Alfa,100,0,10,0,オプティカル,高速弾,T外骨格,5571,766,62
718,初級8,昼戦,289,AR,R5,100,0,10,0,オプティカル,高速弾,T外骨格,5569,765,63
718,初級8,昼戦,313,AR,S-ACR,100,0,10,0,オプティカル,高速弾,T外骨格,5561,764,64
718,初級8,昼戦,342,AR,gun-10000342,100,0,10,0,オプティカル,高速弾,T外骨格,5563,764,65
718,初級8,昼戦,236,AR,K11,100,0,10,0,オプティカル,高速弾,T外骨格,5545,762,66
718,初級8,昼戦,338,AR,SIG MCX,100,0,10,0,オプティカル,高速弾,T外骨格,5547,762,67
718,初級8,昼戦,290,AR,89式,100,0,10,0,オプティカル,高速弾,T外骨格,5533,760,68
718,初級8,昼戦,340,AR,TKB-408,150,1,10,0,オプティカル,高速弾,T外骨格,5509,757,69
718,初級8,昼戦,181,AR,T91,150,1,10,0,オプティカル,高速弾,T外骨格,5498,755,70
718,初級8,昼戦,196,AR,Zas M21,150,1,10,0,オプティカル,高速弾,T外骨格,5493,755,71
718,初級8,昼戦,20063,AR,Gr G3 Mod,200,1,10,10,オプティカル,高速弾,T外骨格,5464,751,72
718,初級8,昼戦,287,AR,SIG-556,150,1,10,0,オプティカル,高速弾,T外骨格,5463,751,73
718,初級8,昼戦,138,AR,6P62,100,0,10,0,オプティカル,徹甲弾,T外骨格,5460,750,74
718,初級8,昼戦,1029,AR,エージェント416,150,1,10,0,オプティカル,高速弾,T外骨格,5445,748,75
718,初級8,昼戦,129,AR,95式,100,0,10,0,専用装備,高速弾,T外骨格,5443,748,76
718,初級8,昼戦,194,AR,K2,100,0,10,0,オプティカル,高速弾,T外骨格,5446,748,77
718,初級8,昼戦,214,AR,ADS,100,0,10,0,オプティカル,高速弾,T外骨格,5441,748,78
718,初級8,昼戦,130,AR,97式,100,0,10,0,専用装備,高速弾,T外骨格,5433,747,79
718,初級8,昼戦,172,AR,Am RFB,100,0,10,0,専用装備,高速弾,T外骨格,5432,746,80
718,初級8,昼戦,119,AR,OTs-14,150,1,10,0,オプティカル,高速弾,T外骨格,5415,744,81
718,初級8,昼戦,193,AR,T65,150,1,10,0,オプティカル,高速弾,T外骨格,5398,742,82
718,初級8,昼戦,20061,AR,StG44 Mod,100,0,10,10,オプティカル,高速弾,T外骨格,5389,740,83
718,初級8,昼戦,175,AR,ART556,150,1,10,0,オプティカル,高速弾,T外骨格,5370,738,84
718,初級8,昼戦,288,AR,CR-21,150,1,10,0,オプティカル,高速弾,T外骨格,5333,733,85
718,初級8,昼戦,20071,AR,gun-10020071 Mod,100,0,10,10,オプティカル,高速弾,T外骨格,5332,733,86
718,初級8,昼戦,340,AR,TKB-408,100,0,10,0,オプティカル,高速弾,T外骨格,5331,733,87
718,初級8,昼戦,181,AR,T91,100,0,10,0,オプティカル,高速弾,T外骨格,5324,732,88
718,初級8,昼戦,196,AR,Zas M21,100,0,10,0,オプティカル,高速弾,T外骨格,5323,731,89
718,初級8,昼戦,349,AR,gun-10000349,150,1,10,0,オプティカル,高速弾,T外骨格,5290,727,90
718,初級8,昼戦,287,AR,SIG-556,100,0,10,0,オプティカル,高速弾,T外骨格,5290,727,91
718,初級8,昼戦,1029,AR,エージェント416,100,0,10,0,オプティカル,高速弾,T外骨格,5273,725,92
718,初級8,昼戦,119,AR,OTs-14,100,0,10,0,オプティカル,高速弾,T外骨格,5259,723,93
718,初級8,昼戦,330,AR,FX-05,150,1,10,0,オプティカル,高速弾,T外骨格,5251,722,94
718,初級8,昼戦,297,AR,FI M82,150,1,10,0,オプティカル,高速弾,T外骨格,5250,721,95
718,初級8,昼戦,343,AR,gun-10000343,150,1,10,0,オプティカル,高速弾,T外骨格,5245,721,96
718,初級8,昼戦,69,AR,Fr FAMAS,150,1,10,0,オプティカル,高速弾,T外骨格,5225,718,97
718,初級8,昼戦,193,AR,T65,100,0,10,0,オプティカル,高速弾,T外骨格,5223,718,98
718,初級8,昼戦,344,AR,gun-10000344,150,1,10,0,オプティカル,高速弾,T外骨格,5210,716,99
718,初級8,昼戦,187,AR,Ak 5,150,1,10,0,オプティカル,高速弾,T外骨格,5200,715,100
718,初級8,昼戦,227,AR,A-91,150,1,10,0,オプティカル,高速弾,T外骨格,5201,715,101
718,初級8,昼戦,175,AR,ART556,100,0,10,0,オプティカル,高速弾,T外骨格,5200,715,102
718,初級8,昼戦,1007,AR,無量塔 姫子,150,1,10,0,オプティカル,高速弾,T外骨格,5181,712,103
718,初級8,昼戦,288,AR,CR-21,100,0,10,0,オプティカル,高速弾,T外骨格,5182,712,104
718,初級8,昼戦,118,AR,9A-91,150,1,10,0,オプティカル,高速弾,T外骨格,5171,711,105
718,初級8,昼戦,72,AR,TAR-21,150,1,10,0,オプティカル,高速弾,T外骨格,5160,709,106
718,初級8,昼戦,207,AR,CZ2000,150,1,10,0,オプティカル,高速弾,T外骨格,5143,707,107
718,初級8,昼戦,20063,AR,Gr G3 Mod,100,0,10,10,オプティカル,高速弾,T外骨格,5143,707,108
718,初級8,昼戦,216,AR,XM8,150,1,10,0,オプティカル,高速弾,T外骨格,5113,703,109
718,初級8,昼戦,349,AR,gun-10000349,100,0,10,0,オプティカル,高速弾,T外骨格,5117,703,110
718,初級8,昼戦,262,AR,EM-2,150,1,10,0,オプティカル,高速弾,T外骨格,5109,702,111
718,初級8,昼戦,343,AR,gun-10000343,100,0,10,0,オプティカル,高速弾,T外骨格,5110,702,112
718,初級8,昼戦,66,AR,56-1式,150,1,10,0,オプティカル,高速弾,T外骨格,5098,700,113
718,初級8,昼戦,69,AR,Fr FAMAS,100,0,10,0,オプティカル,高速弾,T外骨格,5085,699,114
718,初級8,昼戦,297,AR,FI M82,100,0,10,0,オプティカル,高速弾,T外骨格,5081,698,115
718,初級8,昼戦,330,AR,FX-05,100,0,10,0,オプティカル,高速弾,T外骨格,5082,698,116
718,初級8,昼戦,344,AR,gun-10000344,100,0,10,0,オプティカル,高速弾,T外骨格,5068,696,117
718,初級8,昼戦,237,AR,SAR-21,150,1,10,0,オプティカル,高速弾,T外骨格,5048,694,118
718,初級8,昼戦,20125,MG,gun-10020125 Mod,200,1,10,10,徹甲弾,専用装備,アサルトパック,11101,693,119
718,初級8,昼戦,118,AR,9A-91,100,0,10,0,オプティカル,高速弾,T外骨格,5038,692,120
718,初級8,昼戦,227,AR,A-91,100,0,10,0,オプティカル,高速弾,T外骨格,5034,692,121
718,初級8,昼戦,187,AR,Ak 5,100,0,10,0,オプティカル,高速弾,T外骨格,5032,691,122
718,初級8,昼戦,1007,AR,無量塔 姫子,100,0,10,0,オプティカル,高速弾,T外骨格,5028,691,123
718,初級8,昼戦,239,AR,03式,150,1,10,0,オプティカル,高速弾,T外骨格,5020,690,124
718,初級8,昼戦,72,AR,TAR-21,100,0,10,0,オプティカル,高速弾,T外骨格,5025,690,125
718,初級8,昼戦,279,AR,INSAS,150,1,10,0,オプティカル,高速弾,T外骨格,5013,689,126
718,初級8,昼戦,335,AR,フェドロフ,150,1,10,0,オプティカル,高速弾,T外骨格,5012,689,127
718,初級8,昼戦,207,AR,CZ2000,100,0,10,0,オプティカル,高速弾,T外骨格,5007,688,128
718,初級8,昼戦,265,AR,Gr HK33,150,1,10,0,オプティカル,高速弾,T外骨格,4999,687,129
718,初級8,昼戦,216,AR,XM8,100,0,10,0,オプティカル,高速弾,T外骨格,4977,684,130
718,初級8,昼戦,262,AR,EM-2,100,0,10,0,オプティカル,高速弾,T外骨格,4963,682,131
718,初級8,昼戦,223,AR,Model L,150,1,10,0,オプティカル,高速弾,T外骨格,4942,679,132
718,初級8,昼戦,108,AR,CZ-805,150,1,10,0,オプティカル,高速弾,T外骨格,4925,677,133
718,初級8,昼戦,66,AR,56-1式,100,0,10,0,オプティカル,高速弾,T外骨格,4929,677,134
718,初級8,昼戦,314,AR,StG-940,150,1,10,0,オプティカル,高速弾,T外骨格,4910,675,135
718,初級8,昼戦,237,AR,SAR-21,100,0,10,0,オプティカル,高速弾,T外骨格,4911,675,136
718,初級8,昼戦,258,AR,マガル,150,1,10,0,オプティカル,高速弾,T外骨格,4905,674,137
718,初級8,昼戦,105,AR,OTs-12,150,1,10,0,オプティカル,高速弾,T外骨格,4892,672,138
718,初級8,昼戦,279,AR,INSAS,100,0,10,0,オプティカル,高速弾,T外骨格,4877,670,139
718,初級8,昼戦,120,AR,ARX-160,150,1,10,0,オプティカル,高速弾,T外骨格,4870,669,140
718,初級8,昼戦,134,AR,AR70,150,1,10,0,オプティカル,高速弾,T外骨格,4859,668,141
718,初級8,昼戦,183,HG,コンテンダー,150,1,10,0,サイレンサー,徹甲弾,T外骨格,4861,668,142
718,初級8,昼戦,239,AR,03式,100,0,10,0,オプティカル,高速弾,T外骨格,4859,668,143
718,初級8,昼戦,265,AR,Gr HK33,100,0,10,0,オプティカル,高速弾,T外骨格,4861,668,144
718,初級8,昼戦,335,AR,フェドロフ,100,0,10,0,オプティカル,高速弾,T外骨格,4863,668,145
718,初級8,昼戦,58,AR,AK-47,150,1,10,0,オプティカル,高速弾,T外骨格,4814,661,146
718,初級8,昼戦,223,AR,Model L,100,0,10,0,オプティカル,高速弾,T外骨格,4813,661,147
718,初級8,昼戦,108,AR,CZ-805,100,0,10,0,オプティカル,高速弾,T外骨格,4795,659,148
718,初級8,昼戦,314,AR,StG-940,100,0,10,0,オプティカル,高速弾,T外骨格,4787,658,149
718,初級8,昼戦,258,AR,マガル,100,0,10,0,オプティカル,高速弾,T外骨格,4780,657,150
718,初級8,昼戦,170,AR,ASh-12.7,150,1,10,0,オプティカル,高速弾,T外骨格,4768,655,151
718,初級8,昼戦,20125,MG,gun-10020125 Mod,100,0,10,10,徹甲弾,専用装備,アサルトパック,10483,655,152
718,初級8,昼戦,183,HG,コンテンダー,100,0,10,0,サイレンサー,徹甲弾,T外骨格,4756,653,153
718,初級8,昼戦,107,AR,FF F2000,150,1,10,0,オプティカル,高速弾,T外骨格,4748,652,154
718,初級8,昼戦,105,AR,OTs-12,100,0,10,0,オプティカル,高速弾,T外骨格,4745,652,155
718,初級8,昼戦,120,AR,ARX-160,100,0,10,0,オプティカル,高速弾,T外骨格,4746,652,156
718,初級8,昼戦,134,AR,AR70,100,0,10,0,オプティカル,高速弾,T外骨格,4732,650,157
718,初級8,昼戦,68,AR,L85A1,150,1,10,0,オプティカル,高速弾,X外骨格,4670,642,158
718,初級8,昼戦,133,AR,63式,150,1,10,0,オプティカル,高速弾,T外骨格,4655,640,159
718,初級8,昼戦,58,AR,AK-47,100,0,10,0,オプティカル,高速弾,T外骨格,4654,639,160
718,初級8,昼戦,20075,MG,M1918 Mod,200,1,10,10,徹甲弾,専用装備,専用装備,10215,638,161
718,初級8,昼戦,170,AR,ASh-12.7,100,0,10,0,オプティカル,高速弾,T外骨格,4623,635,162
718,初級8,昼戦,107,AR,FF F2000,100,0,10,0,オプティカル,高速弾,T外骨格,4613,634,163
718,初級8,昼戦,20081,MG,LWMMG Mod,200,1,10,10,徹甲弾,専用装備,アサルトパック,10125,632,164
