地区ID,地区名,戦闘形式,人形ID,種類,人形,レベル,改造,リンク数,最大HP,会心率,会心ダメージ,破甲,火力,命中,回避,射速,防御,弾薬数,修理,好感度,誓約,スキル1,スキル2,装備1,装備2,装備3,作戦能力,ダメージ予測 (1-Fairy),ダメージ予測 (2-Fairy),ダメージ予測 (3-Fairy),ダメージ予測 (4-Fairy),順位
718,初級8,昼戦,356,AR,A-545,100,0,5,550,20%,100%,15,104,73,54,103,0,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6248,859,1030,1202,1374,15
718,初級8,昼戦,20075,MG,M1918 Mod,118,3,5,805,35%,150%,515,105,66,36,108,0,14,0,100,0,10,10,特殊貫通弾 (5-Star),専用装備 (5-Star),専用装備 (5-Star),13716,857,1028,1200,1371,16
718,初級8,昼戦,205,AR,AN-94,100,0,5,580,20%,100%,15,104,88,53,97,0,0,0,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6225,855,1027,1198,1369,17
718,初級8,昼戦,20081,MG,LWMMG Mod,115,3,5,885,35%,150%,515,110,63,24,87,0,15,0,100,0,10,10,特殊貫通弾 (5-Star),専用装備 (5-Star),アサルトパック (5-Star),13567,847,1017,1187,1356,18
718,初級8,昼戦,62,AR,Gr G41,100,0,5,635,68%,150%,15,98,61,62,77,0,0,0,100,0,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6163,847,1016,1186,1355,19
718,初級8,昼戦,253,MG,ルイス,100,0,5,950,35%,150%,515,108,53,31,111,0,15,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),13551,846,1016,1185,1355,20
718,初級8,昼戦,206,AR,AK-12,100,0,5,550,20%,100%,15,102,80,55,99,0,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6107,839,1007,1175,1343,21
718,初級8,昼戦,118,AR,9A-91,100,0,5,580,68%,150%,15,80,52,53,103,0,0,0,100,0,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6060,833,999,1166,1333,22
718,初級8,昼戦,1032,AR,メデューサ,100,0,5,605,30%,100%,15,99,90,50,97,0,0,0,100,0,10,0,ドットサイト (5-Star),高速弾 (5-Star),専用装備 (5-Star),6061,833,1000,1166,1333,23
718,初級8,昼戦,1021,MG,アルマ・アルマス,100,0,5,975,35%,150%,515,100,53,23,124,0,15,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),専用装備 (5-Star),13267,829,995,1160,1326,24
718,初級8,昼戦,1027,AR,アンジェリカ,100,0,5,605,78%,150%,15,93,60,69,75,0,0,0,100,0,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6031,829,995,1160,1326,25
718,初級8,昼戦,1033,MG,花園ゆりね,100,0,5,910,35%,150%,515,103,52,25,123,0,15,0,150,1,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),13260,828,994,1160,1326,26
718,初級8,昼戦,292,MG,RPK-16,100,0,5,825,35%,150%,515,90,59,36,124,0,15,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),13251,828,993,1159,1325,27
718,初級8,昼戦,318,AR,VHS,100,0,5,580,20%,100%,15,103,71,50,99,0,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6026,828,994,1160,1325,28
718,初級8,昼戦,263,MG,Gr MG36,100,0,5,910,35%,150%,515,90,56,36,124,0,15,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),13244,827,993,1158,1324,29
718,初級8,昼戦,293,AR,AK-15,100,0,5,550,20%,100%,15,96,85,54,101,0,0,0,100,0,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),5994,824,989,1153,1318,30
718,初級8,昼戦,173,MG,PKP,100,0,5,825,35%,150%,515,100,53,29,122,0,15,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),13143,821,985,1150,1314,31
718,初級8,昼戦,208,MG,HMG21,100,0,5,845,35%,150%,515,97,51,33,130,0,15,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),13117,819,983,1147,1311,32
718,初級8,昼戦,313,AR,S-ACR,100,0,5,620,20%,100%,15,92,62,45,112,0,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),5959,819,983,1147,1310,33
718,初級8,昼戦,338,AR,SIG MCX,100,0,5,580,20%,100%,15,95,74,49,104,0,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),5941,816,980,1143,1307,34
718,初級8,昼戦,306,AR,AK-Alfa,100,0,5,580,20%,100%,15,102,70,55,96,0,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),5929,815,978,1141,1304,35
718,初級8,昼戦,243,AR,64式自,100,0,5,625,20%,100%,15,106,66,54,88,0,0,0,100,0,10,0,SFライト (5-Star),高速弾 (5-Star),チップ (5-Star),5923,814,977,1140,1303,36
718,初級8,昼戦,238,MG,88式,100,0,5,825,35%,150%,515,91,55,35,121,0,15,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),13011,813,975,1138,1301,37
718,初級8,昼戦,290,AR,89式,100,0,5,605,20%,100%,15,92,81,48,103,0,0,0,100,0,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),5903,811,973,1136,1298,38
718,初級8,昼戦,109,MG,Gr MG5,100,0,5,990,35%,150%,515,90,49,27,115,0,16,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),12962,810,972,1134,1296,39
718,初級8,昼戦,274,AR,ACR,100,0,5,580,30%,100%,15,100,71,51,98,0,0,0,100,0,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),5890,809,971,1133,1295,40
718,初級8,昼戦,112,MG,ネゲヴ,100,0,5,870,35%,150%,515,89,57,36,134,0,14,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),12915,807,968,1130,1291,41
718,初級8,昼戦,307,MG,ZB-26,100,0,5,910,35%,150%,515,105,52,31,111,0,14,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),12895,805,967,1128,1289,42
718,初級8,昼戦,185,MG,Ameli,100,0,5,705,35%,150%,515,96,57,45,144,0,14,0,100,0,1,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),専用装備 (5-Star),12861,803,964,1125,1286,43
718,初級8,昼戦,339,MG,RPK-203,100,0,5,825,35%,150%,515,96,56,36,119,0,14,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),12865,804,964,1125,1286,44
718,初級8,昼戦,345,MG,MG338,100,0,5,870,35%,150%,515,110,48,26,120,0,14,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),アサルトパック (5-Star),12775,798,958,1117,1277,45
718,初級8,昼戦,1029,AR,エージェント416,100,0,5,605,20%,100%,15,89,79,47,100,0,0,0,100,0,10,0,ドットサイト (5-Star),専用装備 (5-Star),チップ (5-Star),5637,775,930,1085,1240,46
718,初級8,昼戦,275,MG,M1895 CB,100,0,5,950,35%,150%,515,95,58,25,126,0,10,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),固定銃架 (5-Star),11179,698,838,978,1117,47
718,初級8,昼戦,215,AR,MDR,100,0,5,595,68%,100%,15,80,53,54,101,0,0,0,100,0,10,0,専用装備 (5-Star),-,チップ (5-Star),5076,697,837,977,1116,48
718,初級8,昼戦,172,AR,Am RFB,100,0,5,525,78%,118%,15,88,72,52,79,0,0,0,100,0,10,0,専用装備 (5-Star),-,チップ (5-Star),5071,697,836,976,1115,49
718,初級8,昼戦,236,AR,K11,100,0,5,675,20%,100%,15,71,57,47,101,0,0,0,100,0,10,0,SFライト (5-Star),-,チップ (5-Star),5029,691,829,968,1106,50
718,初級8,昼戦,214,AR,ADS,100,0,5,605,20%,100%,15,68,57,56,103,0,0,0,100,0,10,0,SFライト (5-Star),-,チップ (5-Star),4965,682,819,955,1092,51
718,初級8,昼戦,194,AR,K2,100,0,5,635,20%,100%,15,68,84,45,102,0,0,0,100,0,10,0,ドットサイト (5-Star),-,チップ (5-Star),4950,680,816,952,1089,52
718,初級8,昼戦,340,AR,TKB-408,100,0,5,580,20%,100%,15,73,84,51,96,0,0,0,100,0,10,0,ドットサイト (5-Star),-,チップ (5-Star),4943,679,815,951,1087,53
718,初級8,昼戦,85,MG,PK,100,0,5,950,55%,150%,515,111,38,25,79,0,11,0,100,0,10,0,特殊貫通弾 (5-Star),専用装備 (5-Star),固定銃架 (5-Star),10852,678,813,949,1085,54
718,初級8,昼戦,276,MG,Kord,100,0,5,990,35%,150%,515,115,54,23,105,0,9,0,100,0,10,0,特殊貫通弾 (5-Star),レッドサイト (5-Star),固定銃架 (5-Star),10784,674,808,943,1078,55
718,初級8,昼戦,20114,HG,ウェルロッドMkⅡ Mod,117,3,5,405,40%,150%,8,51,86,145,52,5,0,0,200,1,10,10,SFライト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4754,653,784,915,1045,56
718,初級8,昼戦,183,HG,コンテンダー,100,0,5,330,60%,150%,195,49,90,117,44,0,0,0,100,0,10,0,サイレンサー (5-Star),徹甲弾 (5-Star),X外骨格 (5-Star),4607,633,760,886,1013,57
718,初級8,昼戦,1039,AR,紺野純子,93,0,5,535,68%,185%,15,75,54,47,62,0,1,0,100,0,10,0,オプティカル (5-Star),-,専用装備 (5-Star),4594,631,758,884,1010,58
718,初級8,昼戦,129,AR,95式,100,0,5,580,68%,150%,15,57,55,84,71,0,0,0,100,0,10,0,専用装備 (5-Star),-,T外骨格 (5-Star),4575,629,754,880,1006,59
718,初級8,昼戦,196,AR,Zas M21,100,0,5,605,68%,150%,15,52,51,79,74,0,0,0,100,0,10,0,オプティカル (5-Star),-,T外骨格 (5-Star),4442,610,732,855,977,60
718,初級8,昼戦,119,AR,OTs-14,100,0,5,550,68%,180%,15,62,57,57,65,0,0,0,100,0,10,0,オプティカル (5-Star),-,集中チップ (5-Star),4418,607,728,850,971,61
718,初級8,昼戦,130,AR,97式,100,0,5,580,68%,150%,15,51,54,84,72,0,0,0,100,0,10,0,オプティカル (5-Star),-,T外骨格 (5-Star),4390,603,724,845,965,62
718,初級8,昼戦,175,AR,ART556,100,0,5,580,68%,150%,15,50,56,87,69,0,0,0,100,0,10,0,オプティカル (5-Star),-,T外骨格 (5-Star),4343,597,716,836,955,63
718,初級8,昼戦,187,AR,Ak 5,100,0,5,580,68%,150%,15,51,53,77,75,0,0,0,150,1,10,0,オプティカル (5-Star),-,T外骨格 (5-Star),4314,593,711,830,949,64
718,初級8,昼戦,20008,HG,マカロフ Mod,115,3,5,340,40%,150%,15,50,73,162,61,0,0,0,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),X外骨格 (5-Star),4282,588,706,824,942,65
718,初級8,昼戦,77,MG,M2HB,100,0,5,1075,5%,150%,515,108,49,17,94,0,10,0,100,0,10,0,特殊貫通弾 (5-Star),ドットサイト (5-Star),-,9376,586,703,820,937,66
718,初級8,昼戦,330,AR,FX-05,100,0,5,550,68%,150%,15,51,58,85,69,0,0,0,100,0,10,0,オプティカル (5-Star),-,T外骨格 (5-Star),4232,581,698,814,931,67
718,初級8,昼戦,121,MG,Mk48,100,0,5,870,5%,150%,515,95,57,28,106,0,10,0,100,0,1,0,特殊貫通弾 (5-Star),ドットサイト (5-Star),-,9293,580,696,813,929,68
718,初級8,昼戦,20097,HG,M950A Mod,115,3,5,400,40%,150%,8,49,60,120,72,0,0,0,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),4202,577,693,808,924,69
718,初級8,昼戦,20007,HG,スチェッキン Mod,117,3,5,425,60%,150%,8,51,63,109,66,0,0,0,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4196,576,692,807,923,70
718,初級8,昼戦,66,AR,56-1式,100,0,5,690,40%,150%,15,50,37,82,69,0,0,0,100,0,10,0,サイレンサー (5-Star),-,T外骨格 (5-Star),4161,572,686,800,915,71
718,初級8,昼戦,72,AR,TAR-21,100,0,5,525,68%,150%,15,52,51,67,79,0,0,0,100,0,10,0,オプティカル (5-Star),-,X外骨格 (5-Star),4137,568,682,796,910,72
718,初級8,昼戦,20221,HG,GSh-18 Mod,116,3,5,365,40%,150%,50,51,56,124,61,0,0,0,100,0,10,10,サイレンサー (5-Star),専用装備 (5-Star),X外骨格 (5-Star),4127,567,680,794,907,73
718,初級8,昼戦,288,AR,CR-21,100,0,5,550,68%,150%,15,51,55,66,81,0,0,0,100,0,1,0,オプティカル (5-Star),-,X外骨格 (5-Star),3982,547,657,766,876,74
718,初級8,昼戦,347,SMG,SR2,100,0,5,1040,5%,150%,195,27,45,104,91,0,0,0,100,0,10,0,T外骨格 (5-Star),徹甲弾 (5-Star),ドットサイト (5-Star),7278,545,655,764,873,75
718,初級8,昼戦,349,AR,AK74M,100,0,5,550,68%,150%,15,48,60,83,73,0,0,0,100,0,1,0,オプティカル (5-Star),-,T外骨格 (5-Star),3953,543,652,760,869,76
718,初級8,昼戦,262,AR,EM-2,100,0,5,595,68%,150%,15,54,51,86,61,0,0,0,100,0,1,0,オプティカル (5-Star),-,T外骨格 (5-Star),3924,539,647,755,863,77
718,初級8,昼戦,69,AR,Fr FAMAS,100,0,5,605,68%,150%,15,41,51,77,81,0,0,0,100,0,1,0,オプティカル (5-Star),-,T外骨格 (5-Star),3874,532,639,745,852,78
718,初級8,昼戦,80,MG,M1919A4,100,0,5,910,5%,150%,515,96,56,22,93,0,9,0,76,0,1,0,特殊貫通弾 (5-Star),ドットサイト (5-Star),-,8502,531,637,743,850,79
718,初級8,昼戦,20161,SG,97式散 Mod,115,3,5,1345,40%,150%,15,38,34,25,28,33,3,0,100,0,10,10,専用装備 (5-Star),スラッグ弾 (5-Star),SFライト (5-Star),8488,530,636,742,848,80
718,初級8,昼戦,20143,SMG,RO635 Mod,119,3,5,1040,5%,150%,8,43,48,133,96,0,0,0,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),ドットサイト (5-Star),7005,525,630,735,840,81
718,初級8,昼戦,20001,HG,コルトSAA Mod,120,3,5,415,40%,150%,8,51,54,129,50,0,0,0,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3816,524,629,734,839,82
718,初級8,昼戦,213,SMG,C-MS,100,0,5,925,5%,150%,195,28,46,114,86,0,0,0,100,0,10,0,T外骨格 (5-Star),徹甲弾 (5-Star),ドットサイト (5-Star),6998,524,629,734,839,83
718,初級8,昼戦,242,HG,P22,100,0,5,350,45%,150%,8,45,70,156,62,0,0,0,100,0,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3802,522,627,731,836,84
718,初級8,昼戦,20220,HG,MP-443 Mod,115,3,5,390,40%,150%,8,51,58,117,60,0,0,0,100,0,10,10,サイレンサー (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3787,520,624,728,833,85
718,初級8,昼戦,20026,SMG,Gr MP5 Mod,120,3,5,905,5%,150%,8,56,32,155,90,0,0,0,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),6932,519,623,727,831,86
718,初級8,昼戦,237,AR,SAR-21,100,0,5,580,68%,150%,15,41,49,75,80,0,0,0,100,0,1,0,オプティカル (5-Star),-,T外骨格 (5-Star),3729,512,615,717,820,87
718,初級8,昼戦,233,HG,Px4 ストーム,100,0,5,340,40%,150%,8,52,73,143,57,0,0,0,100,0,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3699,508,610,712,813,88
718,初級8,昼戦,126,HG,NZ75,100,0,5,365,50%,150%,8,50,66,118,63,0,0,0,100,0,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3695,508,609,711,812,89
718,初級8,昼戦,294,HG,ウェブリー,100,0,5,430,40%,150%,8,40,70,131,57,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3655,502,603,703,804,90
718,初級8,昼戦,1034,SG,ミノス,100,0,5,1430,40%,172%,15,56,49,15,24,33,4,0,100,0,10,0,防弾ベスト (5-Star),バックショット (5-Star),専用装備 (5-Star),8029,501,602,702,802,91
718,初級8,昼戦,96,HG,グリズリー,100,0,5,430,40%,150%,8,55,54,110,54,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),3635,499,599,699,799,92
718,初級8,昼戦,105,AR,OTs-12,100,0,5,525,68%,150%,15,45,57,77,72,0,0,0,100,0,1,0,オプティカル (5-Star),-,X外骨格 (5-Star),3624,498,597,697,797,93
718,初級8,昼戦,1018,HG,セイ・P・アサギリ,100,0,5,425,40%,150%,8,47,62,125,53,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),3622,498,597,697,796,94
718,初級8,昼戦,250,HG,HS2000,100,0,5,360,40%,150%,8,50,65,122,62,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3622,498,597,697,796,95
718,初級8,昼戦,6,HG,トカレフ,100,0,5,430,40%,150%,8,42,50,115,52,0,0,0,100,0,1,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3007,496,595,694,793,96
718,初級8,昼戦,1017,HG,ジル・スティングレイ,100,0,5,400,40%,150%,8,41,56,146,55,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3604,495,594,693,792,97
718,初級8,昼戦,260,HG,PA-15,100,0,5,350,40%,150%,8,52,69,110,64,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3600,495,594,693,792,98
718,初級8,昼戦,20104,SMG,Gr G36c Mod,115,3,5,1080,25%,150%,8,53,16,127,85,0,0,0,150,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),サイレンサー (5-Star),6584,493,592,691,790,99
718,初級8,昼戦,303,HG,HP-35,100,0,5,380,40%,150%,8,42,68,139,58,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3583,492,591,689,788,100
718,初級8,昼戦,4,HG,パイソン,100,0,5,350,60%,150%,8,51,86,132,49,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3572,491,589,687,785,101
718,初級8,昼戦,272,HG,デザートイーグル,100,0,5,365,60%,150%,8,53,60,115,55,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3567,490,588,686,784,102
718,初級8,昼戦,20101,SMG,UMP9 Mod,115,3,5,900,5%,175%,8,56,33,138,87,0,0,0,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),6500,487,585,682,780,103
718,初級8,昼戦,285,HG,C-93,100,0,5,315,40%,150%,8,44,66,148,64,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3532,485,582,679,777,104
718,初級8,昼戦,20005,HG,M1895 Mod,118,3,5,355,40%,150%,8,46,55,154,45,0,0,0,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3531,485,582,679,776,105
718,初級8,昼戦,20032,SMG,Micro Uzi Mod,115,3,5,880,5%,150%,8,48,51,130,103,0,0,0,200,1,10,10,T外骨格 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),6456,484,581,677,774,106
718,初級8,昼戦,20002,HG,M1911 Mod,116,3,5,375,40%,150%,8,41,54,126,58,0,0,0,100,0,10,10,サイレンサー (5-Star),専用装備 (5-Star),T外骨格 (5-Star),3497,480,577,673,769,107
718,初級8,昼戦,142,HG,Five-seven,100,0,5,315,40%,150%,8,42,60,147,66,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3474,477,573,668,764,108
718,初級8,昼戦,163,SG,AA-12,100,0,5,1345,88%,150%,15,47,33,10,39,33,5,0,100,0,10,0,防弾ベスト (5-Star),専用装備 (5-Star),オプティカル (5-Star),7444,465,558,651,744,109
718,初級8,昼戦,20159,SG,RMB-93 Mod,115,3,5,1235,40%,172%,15,50,23,15,29,35,9,0,100,0,10,10,専用装備 (5-Star),バックショット (5-Star),チョーク (5-Star),7431,464,557,650,743,110
718,初級8,昼戦,20154,SG,M500 Mod,116,3,5,1350,40%,196%,15,50,43,10,28,33,4,0,100,0,10,10,防弾ベスト (5-Star),バックショット (5-Star),専用装備 (5-Star),7390,461,554,646,739,111
718,初級8,昼戦,166,HG,CZ75,100,0,5,330,40%,150%,8,51,66,88,66,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),-,3340,459,551,642,734,112
718,初級8,昼戦,188,SG,S.A.T.8,100,0,5,1410,40%,172%,15,46,24,11,33,33,9,0,100,0,10,0,防弾ベスト (5-Star),バックショット (5-Star),チョーク (5-Star),7262,453,544,635,726,113
718,初級8,昼戦,1022,SG,デイナ・ゼイン,100,0,5,1345,40%,172%,15,61,26,12,26,33,6,0,100,0,10,0,専用装備 (5-Star),バックショット (5-Star),チョーク (5-Star),7268,454,545,635,726,114
718,初級8,昼戦,323,SG,LTLX7000,100,0,5,1375,40%,172%,15,40,25,10,28,36,10,0,100,0,10,0,防弾ベスト (5-Star),バックショット (5-Star),チョーク (5-Star),7226,451,541,632,722,115
718,初級8,昼戦,324,SG,M6 ASW,100,0,5,1300,40%,172%,15,56,26,13,28,33,9,0,100,0,10,0,防弾ベスト (5-Star),バックショット (5-Star),チョーク (5-Star),7214,450,541,631,721,116
718,初級8,昼戦,1009,HG,エル・クレア,100,0,5,330,40%,150%,8,48,66,103,61,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),-,3268,449,539,629,718,117
718,初級8,昼戦,1010,HG,エル・フェイル,100,0,5,330,40%,150%,8,48,66,103,61,0,0,0,100,0,10,0,サイレンサー (5-Star),ホローポイント弾 (5-Star),-,3268,449,539,629,718,118
718,初級8,昼戦,229,SG,M870,100,0,5,1320,40%,172%,15,50,24,11,29,34,9,0,100,0,10,0,防弾ベスト (5-Star),バックショット (5-Star),チョーク (5-Star),7062,441,529,617,706,119
718,初級8,昼戦,351,SG,M26-MASS,100,0,5,1265,40%,172%,15,52,26,13,30,33,10,0,100,0,10,0,防弾ベスト (5-Star),バックショット (5-Star),チョーク (5-Star),7066,441,529,618,706,120
718,初級8,昼戦,164,SG,FP-6,100,0,5,1300,40%,172%,15,48,24,11,28,35,9,0,100,0,10,0,防弾ベスト (5-Star),バックショット (5-Star),チョーク (5-Star),7056,441,529,617,705,121
718,初級8,昼戦,153,SG,M37,100,0,5,1265,40%,172%,15,58,43,11,26,33,4,0,100,0,10,0,防弾ベスト (5-Star),バックショット (5-Star),専用装備 (5-Star),7013,438,525,613,701,122
718,初級8,昼戦,1002,SG,エルフェルト,100,0,5,1375,40%,172%,15,53,24,8,28,34,10,0,100,0,10,0,防弾ベスト (5-Star),バックショット (5-Star),チョーク (5-Star),6980,436,523,610,698,123
718,初級8,昼戦,151,SG,M1887,100,0,5,1375,40%,172%,15,56,23,11,22,33,9,0,100,0,10,0,防弾ベスト (5-Star),バックショット (5-Star),チョーク (5-Star),6954,434,521,608,695,124
718,初級8,昼戦,16,SMG,トンプソン,100,0,5,1190,25%,150%,15,25,13,109,81,0,0,0,100,0,10,0,専用装備 (5-Star),信号弾 (5-Star),サイレンサー (5-Star),5771,432,519,605,692,125
718,初級8,昼戦,115,SMG,スオミ,100,0,5,1100,25%,150%,15,24,16,116,92,0,0,0,100,0,10,0,専用装備 (5-Star),信号弾 (5-Star),サイレンサー (5-Star),5758,431,518,604,690,126
718,初級8,昼戦,157,SG,Am KSG,100,0,5,1265,88%,172%,15,46,14,11,30,35,5,0,100,0,10,0,防弾ベスト (5-Star),バックショット (5-Star),オプティカル (5-Star),6792,424,509,594,679,127
718,初級8,昼戦,1041,SG,二階堂サキ,100,0,5,1210,88%,150%,15,54,31,12,28,34,5,0,100,0,1,0,専用装備 (5-Star),スラッグ弾 (5-Star),オプティカル (5-Star),6793,424,509,594,679,128
718,初級8,昼戦,282,SG,DP-12,100,0,5,1265,88%,150%,15,33,34,12,30,34,5,0,100,0,10,0,防弾ベスト (5-Star),スラッグ弾 (5-Star),オプティカル (5-Star),6788,424,509,593,678,129
718,初級8,昼戦,281,SG,CAWS,100,0,5,1235,88%,150%,15,32,33,12,35,34,5,0,100,0,10,0,防弾ベスト (5-Star),スラッグ弾 (5-Star),オプティカル (5-Star),6750,421,506,590,675,130
718,初級8,昼戦,99,HG,Gr Mk23,100,0,5,400,20%,150%,15,31,56,90,62,0,0,0,100,0,10,0,専用装備 (5-Star),信号弾 (5-Star),-,2987,410,492,574,657,131
718,初級8,昼戦,3,HG,M9,100,0,5,380,40%,150%,15,31,62,90,60,0,0,0,100,0,10,0,専用装備 (5-Star),信号弾 (5-Star),-,2958,406,488,569,650,132
718,初級8,昼戦,203,SMG,Honey Badger,100,0,5,990,25%,150%,15,50,14,108,81,0,0,0,100,0,10,0,専用装備 (5-Star),信号弾 (5-Star),サイレンサー (5-Star),5420,406,487,569,650,133
718,初級8,昼戦,20029,SMG,ステンMK-II Mod,115,3,5,970,25%,150%,15,34,20,105,85,0,0,0,200,1,10,10,-,信号弾 (5-Star),専用装備 (5-Star),5388,404,484,565,646,134
718,初級8,昼戦,20103,SMG,UMP45 Mod,120,3,5,975,30%,150%,15,34,17,104,82,0,0,0,200,1,10,10,-,信号弾 (5-Star),専用装備 (5-Star),5352,401,481,561,642,135
718,初級8,昼戦,1028,SMG,エージェントVector,100,0,5,925,25%,150%,8,41,12,120,101,0,0,0,100,0,10,0,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),5258,394,473,552,630,136
718,初級8,昼戦,10,HG,PPK,100,0,5,285,50%,150%,15,27,62,123,62,0,0,0,100,0,10,0,専用装備 (5-Star),信号弾 (5-Star),-,2813,386,464,541,618,137
718,初級8,昼戦,20136,SMG,PP-19 Mod,115,3,5,945,5%,150%,15,33,15,103,90,0,0,0,100,0,10,10,-,信号弾 (5-Star),専用装備 (5-Star),5131,384,461,538,615,138
718,初級8,昼戦,331,HG,コリブリ,100,0,5,330,20%,150%,15,16,62,135,57,0,0,0,100,0,10,0,暗視装備 (5-Star),信号弾 (5-Star),-,2794,384,461,537,614,139
718,初級8,昼戦,212,HG,K5,100,0,5,330,40%,150%,15,31,55,86,61,0,0,0,100,0,10,0,暗視装備 (5-Star),信号弾 (5-Star),-,2787,383,459,536,613,140
718,初級8,昼戦,100,HG,P7,100,0,5,315,20%,150%,15,34,66,88,60,0,0,0,100,0,10,0,暗視装備 (5-Star),信号弾 (5-Star),-,2782,382,459,535,612,141
718,初級8,昼戦,135,SMG,SR-3MP,100,0,5,970,5%,150%,15,43,33,81,89,0,0,0,100,0,10,0,-,信号弾 (5-Star),専用装備 (5-Star),5055,379,454,530,606,142
